GEO_NAME,GEO_CODE (POR),DIM: Sex (3),DIM: Mother tongue (269),Dim: Knowledge of official languages (5): Member ID: [1]: Total - Knowledge of official languages,Dim: Knowledge of official languages (5): Member ID: [2]: English only,Dim: Knowledge of official languages (5): Member ID: [3]: French only,Dim: Knowledge of official languages (5): Member ID: [4]: English and French,Dim: Knowledge of official languages (5): Member ID: [5]: Neither English nor French
Northwest Territories,61,Total - Sex,Spanish,105,90,0,10,5
Northwest Territories,61,Total - Sex,"Italic (Romance) languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Total - Sex,Japanese,65,50,0,5,5
Northwest Territories,61,Total - Sex,Kartvelian languages,0,0,0,0,0
Northwest Territories,61,Total - Sex,Georgian,0,0,0,0,0
Northwest Territories,61,Total - Sex,Korean,40,35,0,0,5
Northwest Territories,61,Total - Sex,Mongolic languages,0,5,0,0,0
Northwest Territories,61,Total - Sex,Mongolian,5,5,0,0,0
Northwest Territories,61,Total - Sex,Niger-Congo languages,140,120,0,15,0
Northwest Territories,61,Total - Sex,Akan (Twi),15,10,0,0,0
Northwest Territories,61,Total - Sex,Bamanankan,0,0,0,0,0
Northwest Territories,61,Total - Sex,Edo,0,0,0,0,0
Northwest Territories,61,Total - Sex,Ewe,5,5,0,0,0
Northwest Territories,61,Total - Sex,"Fulah (Pular, Pulaar, Fulfulde)",0,0,0,0,0
Northwest Territories,61,Total - Sex,Ga,0,0,0,0,0
Northwest Territories,61,Total - Sex,Ganda,10,10,0,0,0
Northwest Territories,61,Total - Sex,Igbo,0,5,0,0,0
Northwest Territories,61,Total - Sex,Lingala,5,0,0,5,0
Northwest Territories,61,Total - Sex,Rundi (Kirundi),0,0,0,0,0
Northwest Territories,61,Total - Sex,Kinyarwanda (Rwanda),5,5,0,5,0
Northwest Territories,61,Total - Sex,Shona,35,35,0,0,0
Northwest Territories,61,Total - Sex,Swahili,5,5,0,0,0
Northwest Territories,61,Total - Sex,Wolof,0,0,0,0,0
Northwest Territories,61,Total - Sex,Yoruba,5,5,0,0,0
Northwest Territories,61,Total - Sex,"Niger-Congo languages, n.i.e.",50,50,0,5,0
Northwest Territories,61,Total - Sex,Nilo-Saharan languages,5,5,0,0,0
Northwest Territories,61,Total - Sex,Dinka,0,0,0,0,0
Northwest Territories,61,Total - Sex,"Nilo-Saharan languages, n.i.e.",5,5,0,0,0
Northwest Territories,61,Total - Sex,Sign languages,5,5,0,0,5
Northwest Territories,61,Total - Sex,American Sign Language,0,0,0,0,0
Northwest Territories,61,Total - Sex,Quebec Sign Language,0,0,0,0,0
Northwest Territories,61,Total - Sex,"Sign languages, n.i.e",5,0,0,0,0
Northwest Territories,61,Total - Sex,Sino-Tibetan languages,250,215,0,15,20
Northwest Territories,61,Total - Sex,Chinese languages,250,215,0,15,20
Northwest Territories,61,Total - Sex,Cantonese,110,105,0,0,5
Northwest Territories,61,Total - Sex,Hakka,0,0,0,0,0
Northwest Territories,61,Total - Sex,Mandarin,60,50,0,5,0
Northwest Territories,61,Total - Sex,Min Dong,0,0,0,0,0
Northwest Territories,61,Total - Sex,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",5,5,0,0,0
Northwest Territories,61,Total - Sex,Wu (Shanghainese),0,0,0,0,0
Northwest Territories,61,Total - Sex,"Chinese, n.o.s.",75,55,0,5,15
Northwest Territories,61,Total - Sex,"Chinese languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Total - Sex,Tibeto-Burman languages,0,0,0,0,0
Northwest Territories,61,Total - Sex,Burmese,0,0,0,0,0
Northwest Territories,61,Total - Sex,Karenic languages,0,0,0,0,0
Northwest Territories,61,Total - Sex,Tibetan,0,0,0,0,0
Northwest Territories,61,Total - Sex,"Tibeto-Burman languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Total - Sex,Tai-Kadai languages,5,5,0,0,0
Northwest Territories,61,Total - Sex,Lao,5,0,0,0,0
Northwest Territories,61,Total - Sex,Thai,5,5,0,0,0
Northwest Territories,61,Total - Sex,"Tai-Kadai languages, n.i.e",0,0,0,0,0
Northwest Territories,61,Total - Sex,Turkic languages,5,5,0,5,0
Northwest Territories,61,Total - Sex,Azerbaijani,0,0,0,0,0
Northwest Territories,61,Total - Sex,Turkish,5,5,0,0,0
Northwest Territories,61,Total - Sex,Uyghur,0,0,0,0,0
Northwest Territories,61,Total - Sex,Uzbek,0,0,0,0,0
Northwest Territories,61,Total - Sex,"Turkic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Total - Sex,Uralic languages,35,25,0,0,0
Northwest Territories,61,Total - Sex,Estonian,0,5,0,0,0
Northwest Territories,61,Total - Sex,Finnish,10,5,0,5,0
Northwest Territories,61,Total - Sex,Hungarian,20,15,0,0,0
Northwest Territories,61,Total - Sex,"Uralic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Total - Sex,"Other languages, n.i.e.",5,5,0,0,0
Northwest Territories,61,Total - Sex,Multiple responses,815,640,5,175,5
Northwest Territories,61,Total - Sex,English and French,140,25,0,115,0
Northwest Territories,61,Total - Sex,English and non-official language,630,595,0,30,0
Northwest Territories,61,Total - Sex,French and non-official language,35,15,5,15,0
Northwest Territories,61,Total - Sex,"English, French and non-official language",10,0,0,5,0
Northwest Territories,61,Male,Total - Mother tongue,21055,18945,30,1985,90
Northwest Territories,61,Male,Single responses,20675,18655,30,1900,90
Northwest Territories,61,Male,Official languages,16920,15160,25,1735,0
Northwest Territories,61,Male,English,16290,15120,0,1170,0
Northwest Territories,61,Male,French,630,35,25,565,0
Northwest Territories,61,Male,Non-official languages,3755,3495,5,165,90
Northwest Territories,61,Male,Aboriginal languages,2270,2190,0,30,50
Northwest Territories,61,Male,Algonquian languages,65,65,0,0,0
Northwest Territories,61,Male,Blackfoot,0,0,0,0,0
Northwest Territories,61,Male,Cree-Montagnais languages,55,60,0,5,0
Northwest Territories,61,Male,Atikamekw,0,0,0,0,0
Northwest Territories,61,Male,Montagnais (Innu),0,0,0,0,0
Northwest Territories,61,Male,Moose Cree,0,0,0,0,0
Northwest Territories,61,Male,Naskapi,0,0,0,0,0
Northwest Territories,61,Male,Northern East Cree,0,0,0,0,0
Northwest Territories,61,Male,Plains Cree,0,0,0,0,0
Northwest Territories,61,Male,Southern East Cree,0,0,0,0,0
Northwest Territories,61,Male,Swampy Cree,0,0,0,0,0
Northwest Territories,61,Male,Woods Cree,0,0,0,0,0
Northwest Territories,61,Male,"Cree, n.o.s.",55,55,0,0,0
Northwest Territories,61,Male,Eastern Algonquian languages,0,0,0,0,0
Northwest Territories,61,Male,Malecite,0,5,0,0,0
Northwest Territories,61,Male,Mi'kmaq,0,0,0,0,0
Northwest Territories,61,Male,Ojibway-Potawatomi languages,10,10,0,0,0
Northwest Territories,61,Male,Algonquin,0,0,0,0,0
Northwest Territories,61,Male,Ojibway,10,5,0,0,0
Northwest Territories,61,Male,Oji-Cree,0,0,0,0,0
Northwest Territories,61,Male,Ottawa (Odawa),0,0,0,0,0
Northwest Territories,61,Male,"Algonquian languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Athabaskan languages,1950,1880,0,20,50
Northwest Territories,61,Male,Northern Athabaskan languages,1950,1880,0,20,50
Northwest Territories,61,Male,Babine (Wetsuwet'en),0,0,0,0,0
Northwest Territories,61,Male,Beaver,0,0,0,0,0
Northwest Territories,61,Male,Carrier,0,0,0,0,0
Northwest Territories,61,Male,Chilcotin,0,0,0,0,0
Northwest Territories,61,Male,Dene,250,235,0,10,0
Northwest Territories,61,Male,Dogrib (Tlicho),825,795,0,0,25
Northwest Territories,61,Male,Gwich'in,60,55,0,0,0
Northwest Territories,61,Male,Sarsi (Sarcee),0,0,0,0,0
Northwest Territories,61,Male,Sekani,0,0,0,0,0
Northwest Territories,61,Male,Slavey-Hare languages,820,785,0,10,20
Northwest Territories,61,Male,North Slavey (Hare),360,345,0,5,10
Northwest Territories,61,Male,South Slavey,380,365,0,5,10
Northwest Territories,61,Male,"Slavey, n.o.s.",80,75,0,0,5
Northwest Territories,61,Male,Tahltan languages,0,0,0,0,0
Northwest Territories,61,Male,Kaska (Nahani),0,0,0,0,0
Northwest Territories,61,Male,Tahltan,0,0,0,0,0
Northwest Territories,61,Male,Tutchone languages,0,0,0,0,0
Northwest Territories,61,Male,Northern Tutchone,0,0,0,0,0
Northwest Territories,61,Male,Southern Tutchone,0,0,0,0,0
Northwest Territories,61,Male,"Athabaskan languages, n.i.e.",5,5,0,0,0
Northwest Territories,61,Male,Haida,0,0,0,0,0
Northwest Territories,61,Male,Inuit languages,245,240,0,5,0
Northwest Territories,61,Male,Inuinnaqtun (Inuvialuktun),210,205,0,0,0
Northwest Territories,61,Male,Inuktitut,30,30,0,5,0
Northwest Territories,61,Male,"Inuit languages, n.i.e.",10,5,0,0,0
Northwest Territories,61,Male,Iroquoian languages,5,0,0,0,0
Northwest Territories,61,Male,Cayuga,0,0,0,0,0
Northwest Territories,61,Male,Mohawk,5,5,0,0,0
Northwest Territories,61,Male,Oneida,0,0,0,0,0
Northwest Territories,61,Male,"Iroquoian languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Kutenai,0,0,0,0,0
Northwest Territories,61,Male,Michif,0,5,0,0,0
Northwest Territories,61,Male,Salish languages,0,5,0,0,0
Northwest Territories,61,Male,Comox,0,0,0,0,0
Northwest Territories,61,Male,Halkomelem,0,0,0,0,0
Northwest Territories,61,Male,Lillooet,0,0,0,0,0
Northwest Territories,61,Male,Okanagan,0,0,0,0,0
Northwest Territories,61,Male,Shuswap (Secwepemctsin),0,0,0,0,0
Northwest Territories,61,Male,Squamish,0,0,0,0,0
Northwest Territories,61,Male,Straits,0,0,0,0,0
Northwest Territories,61,Male,Thompson (Ntlakapamux),0,0,0,0,0
Northwest Territories,61,Male,"Salish languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Siouan languages,0,0,0,0,0
Northwest Territories,61,Male,Dakota,0,0,0,0,0
Northwest Territories,61,Male,Stoney,0,0,0,0,0
Northwest Territories,61,Male,"Siouan languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Tlingit,0,0,0,0,0
Northwest Territories,61,Male,Tsimshian languages,0,0,0,0,0
Northwest Territories,61,Male,Gitxsan (Gitksan),0,0,0,0,0
Northwest Territories,61,Male,Nisga'a,0,0,0,0,0
Northwest Territories,61,Male,Tsimshian,0,0,0,0,0
Northwest Territories,61,Male,Wakashan languages,0,0,0,0,0
Northwest Territories,61,Male,Haisla,0,0,0,0,0
Northwest Territories,61,Male,Heiltsuk,0,0,0,0,0
Northwest Territories,61,Male,Kwakiutl (Kwak'wala),0,0,0,0,0
Northwest Territories,61,Male,Nuu-chah-nulth (Nootka),0,0,0,0,0
Northwest Territories,61,Male,"Wakashan languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,"Aboriginal languages, n.o.s.",0,0,0,0,0
Northwest Territories,61,Male,Non-Aboriginal languages,1480,1305,0,135,40
Northwest Territories,61,Male,Afro-Asiatic languages,145,115,0,25,5
Northwest Territories,61,Male,Berber languages,5,0,0,0,0
Northwest Territories,61,Male,Kabyle,0,0,0,0,0
Northwest Territories,61,Male,"Berber languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Cushitic languages,35,35,0,0,0
Northwest Territories,61,Male,Bilen,0,0,0,0,0
Northwest Territories,61,Male,Oromo,0,0,0,0,0
Northwest Territories,61,Male,Somali,40,35,0,0,0
Northwest Territories,61,Male,"Cushitic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Semitic languages,100,80,5,25,0
Northwest Territories,61,Male,Amharic,15,15,0,0,0
Northwest Territories,61,Male,Arabic,75,50,0,20,0
Northwest Territories,61,Male,Assyrian Neo-Aramaic,0,0,0,0,0
Northwest Territories,61,Male,Chaldean Neo-Aramaic,0,0,0,0,0
Northwest Territories,61,Male,Harari,5,0,0,0,0
Northwest Territories,61,Male,Hebrew,0,5,0,0,0
Northwest Territories,61,Male,Maltese,0,0,0,0,0
Northwest Territories,61,Male,Tigrigna,15,15,0,0,0
Northwest Territories,61,Male,"Semitic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,"Afro-Asiatic languages, n.i.e.",0,0,0,0,0
Northwest Territories,61,Male,Austro-Asiatic languages,75,60,0,5,10
Northwest Territories,61,Male,Khmer (Cambodian),5,5,0,0,0
Northwest Territories,61,Male,Vietnamese,70,65,0,5,10
Northwest Territories,61,Male,"Austro-Asiatic languages, n.i.e",0,0,0,0,0
Northwest Territories,61,Male,Austronesian languages,380,370,0,5,0
Northwest Territories,61,Male,Bikol,5,0,0,0,0
Northwest Territories,61,Male,Cebuano,25,25,0,0,0
Northwest Territories,61,Male,Fijian,0,0,0,0,0
Northwest Territories,61,Male,Hiligaynon,5,5,0,0,0
Northwest Territories,61,Male,Ilocano,30,25,0,0,0
Northwest Territories,61,Male,Malagasy,0,0,0,0,0
Northwest Territories,61,Male,Malay,0,0,0,0,0
Northwest Territories,61,Male,"Pampangan (Kapampangan, Pampango)",0,0,0,0,0
Northwest Territories,61,Male,Pangasinan,0,0,0,0,0
Northwest Territories,61,Male,"Tagalog (Pilipino, Filipino)",320,310,0,5,5
