Geography,Geo Code,Sex (3),Detailed Mother,Total - Knowledge of official languages,English only,French only,English and French,Neither English nor French
Saskatchewan,47,Total - Sex,Northern Tutchone,0,0,0,0,0
Saskatchewan,47,Total - Sex,Southern Tutchone,0,0,0,0,0
Saskatchewan,47,Total - Sex,"Athabaskan languages, n.i.e.",5,5,0,0,0
Saskatchewan,47,Total - Sex,Haida,0,5,0,0,0
Saskatchewan,47,Total - Sex,Inuit languages,30,30,0,0,0
Saskatchewan,47,Total - Sex,Inuinnaqtun (Inuvialuktun),5,5,0,0,0
Saskatchewan,47,Total - Sex,Inuktitut,20,15,0,0,5
Saskatchewan,47,Total - Sex,"Inuit languages, n.i.e.",5,5,0,0,0
Saskatchewan,47,Total - Sex,Iroquoian languages,5,0,0,0,0
Saskatchewan,47,Total - Sex,Cayuga,0,0,0,0,0
Saskatchewan,47,Total - Sex,Mohawk,0,0,0,0,0
Saskatchewan,47,Total - Sex,Oneida,0,0,0,0,0
Saskatchewan,47,Total - Sex,"Iroquoian languages, n.i.e.",0,0,0,0,0
Saskatchewan,47,Total - Sex,Kutenai,0,0,0,0,0
Saskatchewan,47,Total - Sex,Michif,235,210,0,15,5
Saskatchewan,47,Total - Sex,Salish languages,5,5,0,0,0
Saskatchewan,47,Total - Sex,Comox,0,0,0,0,0
Saskatchewan,47,Total - Sex,Halkomelem,0,0,0,0,0
Saskatchewan,47,Total - Sex,Lillooet,0,0,0,0,0
Saskatchewan,47,Total - Sex,Okanagan,0,0,0,0,0
Saskatchewan,47,Total - Sex,Shuswap (Secwepemctsin),5,5,0,0,0
Saskatchewan,47,Total - Sex,Squamish,0,0,0,0,0
Saskatchewan,47,Total - Sex,Straits,0,0,0,0,0
Saskatchewan,47,Total - Sex,Thompson (Ntlakapamux),0,5,0,0,0
Saskatchewan,47,Total - Sex,"Salish languages, n.i.e.",0,0,0,0,0
Saskatchewan,47,Total - Sex,Siouan languages,230,230,0,0,0
Saskatchewan,47,Total - Sex,Dakota,190,195,0,0,0
Saskatchewan,47,Total - Sex,Stoney,0,0,0,0,0
Saskatchewan,47,Total - Sex,"Siouan languages, n.i.e.",35,35,0,0,0
Saskatchewan,47,Total - Sex,Tlingit,0,0,0,0,0
Saskatchewan,47,Total - Sex,Tsimshian languages,5,5,0,0,0
Saskatchewan,47,Total - Sex,Gitxsan (Gitksan),0,0,0,0,0
Saskatchewan,47,Total - Sex,Nisga'a,0,0,0,0,0
Saskatchewan,47,Total - Sex,Tsimshian,0,0,0,0,0
Saskatchewan,47,Total - Sex,Wakashan languages,0,0,0,0,0
Saskatchewan,47,Total - Sex,Haisla,0,0,0,0,0
Saskatchewan,47,Total - Sex,Heiltsuk,0,0,0,0,0
Saskatchewan,47,Total - Sex,Kwakiutl (Kwak'wala),0,0,0,0,0
Saskatchewan,47,Total - Sex,Nuu-chah-nulth (Nootka),0,0,0,0,0
Saskatchewan,47,Total - Sex,"Wakashan languages, n.i.e.",0,0,0,0,0
Saskatchewan,47,Total - Sex,"Aboriginal languages, n.o.s.",5,10,0,0,0
Saskatchewan,47,Total - Sex,Non-Aboriginal languages,128620,117465,95,3645,7415
Saskatchewan,47,Total - Sex,Afro-Asiatic languages,6770,4980,10,355,1425
Saskatchewan,47,Total - Sex,Berber languages,5,0,0,10,0
Saskatchewan,47,Total - Sex,Kabyle,5,0,0,5,0
Saskatchewan,47,Total - Sex,"Berber languages, n.i.e.",10,0,0,5,0
Saskatchewan,47,Total - Sex,Cushitic languages,1050,920,0,15,115
Saskatchewan,47,Total - Sex,Bilen,55,45,0,0,5
Saskatchewan,47,Total - Sex,Oromo,195,175,0,5,15
Saskatchewan,47,Total - Sex,Somali,775,675,0,15,85
Saskatchewan,47,Total - Sex,"Cushitic languages, n.i.e.",30,20,0,0,5
Saskatchewan,47,Total - Sex,Semitic languages,5690,4040,15,325,1305
Saskatchewan,47,Total - Sex,Amharic,290,280,0,5,10
Saskatchewan,47,Total - Sex,Arabic,4040,2620,10,285,1135
Saskatchewan,47,Total - Sex,Assyrian Neo-Aramaic,305,245,0,10,45
Saskatchewan,47,Total - Sex,Chaldean Neo-Aramaic,155,115,5,5,30
Saskatchewan,47,Total - Sex,Harari,0,0,0,0,0
Saskatchewan,47,Total - Sex,Hebrew,75,70,0,5,0
Saskatchewan,47,Total - Sex,Maltese,10,5,0,5,0
Saskatchewan,47,Total - Sex,Tigrigna,685,600,0,0,75
Saskatchewan,47,Total - Sex,"Semitic languages, n.i.e.",130,100,0,15,10
Saskatchewan,47,Total - Sex,"Afro-Asiatic languages, n.i.e.",25,25,0,5,0
Saskatchewan,47,Total - Sex,Austro-Asiatic languages,2555,2090,0,90,380
Saskatchewan,47,Total - Sex,Khmer (Cambodian),135,125,0,0,15
Saskatchewan,47,Total - Sex,Vietnamese,2415,1965,5,85,365
Saskatchewan,47,Total - Sex,"Austro-Asiatic languages, n.i.e",0,0,0,0,0
Saskatchewan,47,Total - Sex,Austronesian languages,23415,22955,0,275,180
Saskatchewan,47,Total - Sex,Bikol,80,80,0,0,0
Saskatchewan,47,Total - Sex,Cebuano,1540,1525,0,10,15
Saskatchewan,47,Total - Sex,Fijian,25,25,0,0,0
Saskatchewan,47,Total - Sex,Hiligaynon,260,255,0,5,0
Saskatchewan,47,Total - Sex,Ilocano,790,775,0,5,10
Saskatchewan,47,Total - Sex,Malagasy,0,0,0,0,0
Saskatchewan,47,Total - Sex,Malay,125,110,0,5,10
Saskatchewan,47,Total - Sex,"Pampangan (Kapampangan, Pampango)",180,180,0,0,0
Saskatchewan,47,Total - Sex,Pangasinan,45,40,0,0,0
Saskatchewan,47,Total - Sex,"Tagalog (Pilipino, Filipino)",20045,19645,0,255,145
Saskatchewan,47,Total - Sex,Waray-Waray,65,65,0,0,0
Saskatchewan,47,Total - Sex,"Austronesian languages, n.i.e.",265,255,0,0,10
Saskatchewan,47,Total - Sex,Creole languages,220,60,5,150,5
Saskatchewan,47,Total - Sex,Haitian Creole,5,0,0,5,0
Saskatchewan,47,Total - Sex,"Creole, n.o.s.",150,15,5,125,5
Saskatchewan,47,Total - Sex,"Creole languages, n.i.e.",65,45,0,20,0
Saskatchewan,47,Total - Sex,Dravidian languages,1560,1495,0,15,55
Saskatchewan,47,Total - Sex,Kannada,60,60,0,0,0
Saskatchewan,47,Total - Sex,Malayalam,855,815,0,5,40
Saskatchewan,47,Total - Sex,Tamil,350,335,0,10,5
Saskatchewan,47,Total - Sex,Telugu,290,280,0,5,5
Saskatchewan,47,Total - Sex,"Dravidian languages, n.i.e.",15,10,0,0,0
Saskatchewan,47,Total - Sex,Hmong-Mien languages,0,5,0,0,0
Saskatchewan,47,Total - Sex,Indo-European languages,73165,68510,30,2015,2620
Saskatchewan,47,Total - Sex,Albanian,380,340,0,10,30
Saskatchewan,47,Total - Sex,Armenian,75,60,0,0,10
Saskatchewan,47,Total - Sex,Balto-Slavic languages,18460,17600,10,420,435
Saskatchewan,47,Total - Sex,Baltic languages,175,165,0,10,5
Saskatchewan,47,Total - Sex,Latvian,100,85,0,10,5
Saskatchewan,47,Total - Sex,Lithuanian,75,75,0,0,0
Saskatchewan,47,Total - Sex,Slavic languages,18280,17435,5,415,430
Saskatchewan,47,Total - Sex,Belarusan,5,0,0,0,0
Saskatchewan,47,Total - Sex,Bosnian,225,225,0,0,5
Saskatchewan,47,Total - Sex,Bulgarian,65,60,0,5,0
Saskatchewan,47,Total - Sex,Croatian,460,430,0,15,10
Saskatchewan,47,Total - Sex,Czech,235,225,0,10,0
Saskatchewan,47,Total - Sex,Macedonian,55,50,0,5,0
Saskatchewan,47,Total - Sex,Polish,1865,1760,0,75,25
Saskatchewan,47,Total - Sex,Russian,3040,2720,0,125,200
Saskatchewan,47,Total - Sex,Serbian,465,440,0,15,10
Saskatchewan,47,Total - Sex,Serbo-Croatian,120,115,0,5,0
Saskatchewan,47,Total - Sex,Slovak,110,110,0,5,0
Saskatchewan,47,Total - Sex,Slovene (Slovenian),80,75,0,0,5
Saskatchewan,47,Total - Sex,Ukrainian,11265,10950,0,145,170
Saskatchewan,47,Total - Sex,"Slavic languages, n.i.e.",285,270,0,5,10
Saskatchewan,47,Total - Sex,Celtic languages,60,50,0,5,0
Saskatchewan,47,Total - Sex,Scottish Gaelic,15,10,0,0,0
Saskatchewan,47,Total - Sex,Welsh,25,25,0,0,0
Saskatchewan,47,Total - Sex,"Celtic languages, n.i.e.",20,15,0,5,0
Saskatchewan,47,Total - Sex,Germanic languages,24455,23610,5,420,420
Saskatchewan,47,Total - Sex,Afrikaans,880,855,0,15,5
Saskatchewan,47,Total - Sex,Danish,260,250,0,0,0
Saskatchewan,47,Total - Sex,Dutch,1380,1295,0,75,10
Saskatchewan,47,Total - Sex,Frisian,30,30,0,5,0
Saskatchewan,47,Total - Sex,German,21320,20625,5,290,400
Saskatchewan,47,Total - Sex,Icelandic,50,55,0,0,0
Saskatchewan,47,Total - Sex,Norwegian,310,305,0,5,0
Saskatchewan,47,Total - Sex,Swedish,145,135,0,10,0
Saskatchewan,47,Total - Sex,Vlaams (Flemish),60,40,0,20,0
Saskatchewan,47,Total - Sex,Yiddish,20,15,0,0,0
Saskatchewan,47,Total - Sex,"Germanic languages, n.i.e.",5,0,0,0,0
Saskatchewan,47,Total - Sex,Greek,935,880,0,35,25
Saskatchewan,47,Total - Sex,Indo-Iranian languages,22330,20365,10,545,1415
Saskatchewan,47,Total - Sex,Indo-Aryan languages,19995,18265,0,485,1240
Saskatchewan,47,Total - Sex,Bengali,2795,2545,0,130,120
Saskatchewan,47,Total - Sex,Gujarati,2510,2350,0,20,140
Saskatchewan,47,Total - Sex,Hindi,1550,1475,0,25,40
Saskatchewan,47,Total - Sex,Kashmiri,20,15,0,0,0
Saskatchewan,47,Total - Sex,Konkani,30,25,0,0,5
Saskatchewan,47,Total - Sex,Marathi,140,130,0,5,0
Saskatchewan,47,Total - Sex,Nepali,770,570,0,15,185
Saskatchewan,47,Total - Sex,Oriya (Odia),25,25,0,0,0
Saskatchewan,47,Total - Sex,Punjabi (Panjabi),5250,4790,0,65,400
Saskatchewan,47,Total - Sex,Sindhi,120,115,0,5,5
Saskatchewan,47,Total - Sex,Sinhala (Sinhalese),270,260,0,5,5
Saskatchewan,47,Total - Sex,Urdu,6515,5960,5,220,340
Saskatchewan,47,Total - Sex,Iranian languages,2070,1860,5,55,150
Saskatchewan,47,Total - Sex,Kurdish,140,120,0,5,20
Saskatchewan,47,Total - Sex,Pashto,555,500,0,5,45
Saskatchewan,47,Total - Sex,Persian (Farsi),1370,1240,0,45,80
Saskatchewan,47,Total - Sex,"Indo-Iranian languages, n.i.e.",275,235,5,5,30
Saskatchewan,47,Total - Sex,Italic (Romance) languages,6475,5605,5,565,295
Saskatchewan,47,Total - Sex,Catalan,5,0,0,5,0
Saskatchewan,47,Total - Sex,Italian,705,625,0,75,5
Saskatchewan,47,Total - Sex,Portuguese,610,535,0,60,10
Saskatchewan,47,Total - Sex,Romanian,850,725,5,95,30
Saskatchewan,47,Total - Sex,Spanish,4290,3710,0,330,250
Saskatchewan,47,Total - Sex,"Italic (Romance) languages, n.i.e.",15,10,0,0,0
Saskatchewan,47,Total - Sex,Japanese,325,300,0,10,15
Saskatchewan,47,Total - Sex,Kartvelian languages,5,5,0,5,0
Saskatchewan,47,Total - Sex,Georgian,5,5,0,5,0
Saskatchewan,47,Total - Sex,Korean,1670,1490,0,45,135
Saskatchewan,47,Total - Sex,Mongolic languages,40,35,0,0,5
Saskatchewan,47,Total - Sex,Mongolian,40,35,0,0,0
Saskatchewan,47,Total - Sex,Niger-Congo languages,2310,1830,40,350,90
Saskatchewan,47,Total - Sex,Akan (Twi),185,180,0,5,5
Saskatchewan,47,Total - Sex,Bamanankan,5,0,0,5,0
Saskatchewan,47,Total - Sex,Edo,40,35,0,0,0
Saskatchewan,47,Total - Sex,Ewe,50,40,0,10,0
Saskatchewan,47,Total - Sex,"Fulah (Pular, Pulaar, Fulfulde)",25,10,0,10,0
Saskatchewan,47,Total - Sex,Ga,20,20,0,0,0
Saskatchewan,47,Total - Sex,Ganda,40,40,0,0,0
Saskatchewan,47,Total - Sex,Igbo,215,210,0,10,0
Saskatchewan,47,Total - Sex,Lingala,30,10,0,20,0
Saskatchewan,47,Total - Sex,Rundi (Kirundi),145,25,10,80,35
Saskatchewan,47,Total - Sex,Kinyarwanda (Rwanda),115,60,5,50,0
Saskatchewan,47,Total - Sex,Shona,95,90,0,0,0
Saskatchewan,47,Total - Sex,Swahili,430,295,15,65,45
Saskatchewan,47,Total - Sex,Wolof,20,0,0,15,0
Saskatchewan,47,Total - Sex,Yoruba,465,450,0,10,0
Saskatchewan,47,Total - Sex,"Niger-Congo languages, n.i.e.",430,365,5,55,5
Saskatchewan,47,Total - Sex,Nilo-Saharan languages,335,320,0,0,15
Saskatchewan,47,Total - Sex,Dinka,110,110,0,0,5
Saskatchewan,47,Total - Sex,"Nilo-Saharan languages, n.i.e.",220,210,0,0,10
Saskatchewan,47,Total - Sex,Sign languages,200,105,0,0,95
Saskatchewan,47,Total - Sex,American Sign Language,65,45,0,0,25
Saskatchewan,47,Total - Sex,Quebec Sign Language,0,0,0,0,0
Saskatchewan,47,Total - Sex,"Sign languages, n.i.e",135,65,0,0,70
Saskatchewan,47,Total - Sex,Sino-Tibetan languages,13495,10905,5,255,2335
Saskatchewan,47,Total - Sex,Chinese languages,12460,10090,5,250,2120
Saskatchewan,47,Total - Sex,Cantonese,3780,2965,0,80,735
Saskatchewan,47,Total - Sex,Hakka,35,20,0,0,10
Saskatchewan,47,Total - Sex,Mandarin,7235,5940,0,135,1155
Saskatchewan,47,Total - Sex,Min Dong,5,5,0,0,5
Saskatchewan,47,Total - Sex,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",210,175,0,10,25
Saskatchewan,47,Total - Sex,Wu (Shanghainese),60,40,0,0,20
Saskatchewan,47,Total - Sex,"Chinese, n.o.s.",1135,945,0,25,165
Saskatchewan,47,Total - Sex,"Chinese languages, n.i.e.",0,5,0,0,0
Saskatchewan,47,Total - Sex,Tibeto-Burman languages,1040,815,0,10,215
Saskatchewan,47,Total - Sex,Burmese,180,155,0,0,20
Saskatchewan,47,Total - Sex,Karenic languages,805,610,0,0,190
Saskatchewan,47,Total - Sex,Tibetan,15,10,0,0,5
Saskatchewan,47,Total - Sex,"Tibeto-Burman languages, n.i.e.",40,30,0,0,5
Saskatchewan,47,Total - Sex,Tai-Kadai languages,525,485,0,15,20
Saskatchewan,47,Total - Sex,Lao,345,320,0,10,15
Saskatchewan,47,Total - Sex,Thai,185,170,0,0,10
Saskatchewan,47,Total - Sex,"Tai-Kadai languages, n.i.e",0,0,0,0,0
Saskatchewan,47,Total - Sex,Turkic languages,360,320,5,20,20
Saskatchewan,47,Total - Sex,Azerbaijani,25,20,0,0,5
Saskatchewan,47,Total - Sex,Turkish,290,250,0,15,15
Saskatchewan,47,Total - Sex,Uyghur,5,5,0,0,0
Saskatchewan,47,Total - Sex,Uzbek,30,25,0,0,0
Saskatchewan,47,Total - Sex,"Turkic languages, n.i.e.",15,15,0,0,0
Saskatchewan,47,Total - Sex,Uralic languages,1555,1500,0,35,25
Saskatchewan,47,Total - Sex,Estonian,20,20,0,0,0
Saskatchewan,47,Total - Sex,Finnish,205,200,0,5,0
Saskatchewan,47,Total - Sex,Hungarian,1330,1280,0,30,20
Saskatchewan,47,Total - Sex,"Uralic languages, n.i.e.",0,0,0,0,0
Saskatchewan,47,Total - Sex,"Other languages, n.i.e.",100,85,0,10,10
Saskatchewan,47,Total - Sex,Multiple responses,18560,16160,55,2280,65
Saskatchewan,47,Total - Sex,English and French,2045,595,10,1440,0
Saskatchewan,47,Total - Sex,English and non-official language,15920,15415,5,440,65
Saskatchewan,47,Total - Sex,French and non-official language,315,85,40,185,5
Saskatchewan,47,Total - Sex,"English, French and non-official language",280,65,0,210,0
Saskatchewan,47,Male,Total - Detailed mother tongue,539105,511935,255,23295,3620
Saskatchewan,47,Male,Single responses,530145,504125,235,22205,3585
Saskatchewan,47,Male,Official languages,452955,432300,185,20360,110
Saskatchewan,47,Male,English,445635,431225,10,14290,110
Saskatchewan,47,Male,French,7320,1070,175,6070,0
Saskatchewan,47,Male,Non-official languages,77190,71830,50,1840,3470
Saskatchewan,47,Male,Aboriginal languages,13685,13480,5,55,145
Saskatchewan,47,Male,Algonquian languages,9645,9550,0,40,50
Saskatchewan,47,Male,Blackfoot,5,5,0,0,0
Saskatchewan,47,Male,Cree-Montagnais languages,9190,9105,0,40,45
Saskatchewan,47,Male,Atikamekw,0,0,0,0,0
Saskatchewan,47,Male,Montagnais (Innu),0,0,0,0,0
Saskatchewan,47,Male,Moose Cree,0,0,0,0,0
Saskatchewan,47,Male,Naskapi,5,0,0,0,0
Saskatchewan,47,Male,Northern East Cree,15,15,0,0,0
Saskatchewan,47,Male,Plains Cree,975,960,0,5,10
Saskatchewan,47,Male,Southern East Cree,5,0,0,0,0
Saskatchewan,47,Male,Swampy Cree,110,110,0,0,5
Saskatchewan,47,Male,Woods Cree,375,370,0,5,0
Saskatchewan,47,Male,"Cree, n.o.s.",7710,7645,5,30,35
Saskatchewan,47,Male,Eastern Algonquian languages,0,0,0,0,0
Saskatchewan,47,Male,Malecite,0,0,0,0,0
Saskatchewan,47,Male,Mi'kmaq,5,5,0,0,0
Saskatchewan,47,Male,Ojibway-Potawatomi languages,440,440,0,5,0
Saskatchewan,47,Male,Algonquin,0,0,0,0,0
Saskatchewan,47,Male,Ojibway,435,435,0,0,5
Saskatchewan,47,Male,Oji-Cree,5,5,0,0,0
Saskatchewan,47,Male,Ottawa (Odawa),0,0,0,0,0
Saskatchewan,47,Male,"Algonquian languages, n.i.e.",5,0,0,0,0
Saskatchewan,47,Male,Athabaskan languages,3800,3700,5,5,100
Saskatchewan,47,Male,Northern Athabaskan languages,3805,3700,5,5,100
Saskatchewan,47,Male,Babine (Wetsuwet'en),0,0,0,0,0
Saskatchewan,47,Male,Beaver,0,0,0,0,0
Saskatchewan,47,Male,Carrier,0,0,0,0,0
Saskatchewan,47,Male,Chilcotin,0,0,0,0,0
Saskatchewan,47,Male,Dene,3805,3700,0,5,100
Saskatchewan,47,Male,Dogrib (Tlicho),0,0,0,0,0
Saskatchewan,47,Male,Gwich'in,0,0,0,0,0
Saskatchewan,47,Male,Sarsi (Sarcee),0,0,0,0,0
Saskatchewan,47,Male,Sekani,0,0,0,0,0
Saskatchewan,47,Male,Slavey-Hare languages,0,0,0,0,0
Saskatchewan,47,Male,North Slavey (Hare),0,0,0,0,0
Saskatchewan,47,Male,South Slavey,0,0,0,0,0
Saskatchewan,47,Male,"Slavey, n.o.s.",0,0,0,0,0
Saskatchewan,47,Male,Tahltan languages,0,0,0,0,0
Saskatchewan,47,Male,Kaska (Nahani),0,0,0,0,0
Saskatchewan,47,Male,Tahltan,0,0,0,0,0
Saskatchewan,47,Male,Tutchone languages,0,0,0,0,0
Saskatchewan,47,Male,Northern Tutchone,0,0,0,0,0
Saskatchewan,47,Male,Southern Tutchone,0,0,0,0,0
Saskatchewan,47,Male,"Athabaskan languages, n.i.e.",5,0,0,0,0
Saskatchewan,47,Male,Haida,0,0,0,0,0
Saskatchewan,47,Male,Inuit languages,10,10,0,0,0
Saskatchewan,47,Male,Inuinnaqtun (Inuvialuktun),0,0,0,0,0
Saskatchewan,47,Male,Inuktitut,5,5,0,0,0
Saskatchewan,47,Male,"Inuit languages, n.i.e.",0,0,0,0,0
Saskatchewan,47,Male,Iroquoian languages,0,0,0,0,0
Saskatchewan,47,Male,Cayuga,0,0,0,0,0
Saskatchewan,47,Male,Mohawk,0,0,0,0,0
Saskatchewan,47,Male,Oneida,0,0,0,0,0
Saskatchewan,47,Male,"Iroquoian languages, n.i.e.",0,0,0,0,0
Saskatchewan,47,Male,Kutenai,0,0,0,0,0
Saskatchewan,47,Male,Michif,110,105,0,5,0
Saskatchewan,47,Male,Salish languages,5,5,0,0,0
Saskatchewan,47,Male,Comox,0,0,0,0,0
Saskatchewan,47,Male,Halkomelem,0,0,0,0,0
Saskatchewan,47,Male,Lillooet,0,0,0,0,0
Saskatchewan,47,Male,Okanagan,0,0,0,0,0
Saskatchewan,47,Male,Shuswap (Secwepemctsin),5,5,0,0,0
Saskatchewan,47,Male,Squamish,0,0,0,0,0
Saskatchewan,47,Male,Straits,0,0,0,0,0
Saskatchewan,47,Male,Thompson (Ntlakapamux),0,0,0,0,0
Saskatchewan,47,Male,"Salish languages, n.i.e.",0,0,0,0,0
Saskatchewan,47,Male,Siouan languages,110,105,0,0,0
Saskatchewan,47,Male,Dakota,90,85,0,5,0
Saskatchewan,47,Male,Stoney,5,5,0,0,0
Saskatchewan,47,Male,"Siouan languages, n.i.e.",20,20,0,0,0
Saskatchewan,47,Male,Tlingit,0,0,0,0,0
Saskatchewan,47,Male,Tsimshian languages,0,0,0,0,0
Saskatchewan,47,Male,Gitxsan (Gitksan),0,0,0,0,0
Saskatchewan,47,Male,Nisga'a,0,0,0,0,0
Saskatchewan,47,Male,Tsimshian,0,5,0,0,0
Saskatchewan,47,Male,Wakashan languages,0,0,0,0,0
Saskatchewan,47,Male,Haisla,0,0,0,0,0
Saskatchewan,47,Male,Heiltsuk,0,0,0,0,0
Saskatchewan,47,Male,Kwakiutl (Kwak'wala),0,0,0,0,0
Saskatchewan,47,Male,Nuu-chah-nulth (Nootka),0,0,0,0,0
Saskatchewan,47,Male,"Wakashan languages, n.i.e.",0,0,0,0,0
Saskatchewan,47,Male,"Aboriginal languages, n.o.s.",5,5,0,0,0
Saskatchewan,47,Male,Non-Aboriginal languages,63505,58345,45,1795,3325
Saskatchewan,47,Male,Afro-Asiatic languages,3560,2685,5,205,660
Saskatchewan,47,Male,Berber languages,10,0,0,5,0
Saskatchewan,47,Male,Kabyle,0,0,0,0,0
Saskatchewan,47,Male,"Berber languages, n.i.e.",5,0,0,5,0
Saskatchewan,47,Male,Cushitic languages,505,465,0,5,35
Saskatchewan,47,Male,Bilen,25,20,0,0,5
Saskatchewan,47,Male,Oromo,105,100,0,0,5
Saskatchewan,47,Male,Somali,360,335,0,5,20
Saskatchewan,47,Male,"Cushitic languages, n.i.e.",15,10,0,0,5
Saskatchewan,47,Male,Semitic languages,3035,2205,0,195,630
Saskatchewan,47,Male,Amharic,135,140,0,0,5
Saskatchewan,47,Male,Arabic,2200,1460,0,175,570
Saskatchewan,47,Male,Assyrian Neo-Aramaic,155,135,0,5,20
Saskatchewan,47,Male,Chaldean Neo-Aramaic,75,65,0,5,10
Saskatchewan,47,Male,Harari,5,0,0,0,0
Saskatchewan,47,Male,Hebrew,45,40,0,0,0
Saskatchewan,47,Male,Maltese,5,0,0,0,0
Saskatchewan,47,Male,Tigrigna,340,310,0,0,25
Saskatchewan,47,Male,"Semitic languages, n.i.e.",65,50,0,10,5
Saskatchewan,47,Male,"Afro-Asiatic languages, n.i.e.",15,10,0,0,5
Saskatchewan,47,Male,Austro-Asiatic languages,1250,1050,0,40,155
Saskatchewan,47,Male,Khmer (Cambodian),70,60,0,5,0
Saskatchewan,47,Male,Vietnamese,1180,985,0,40,160
Saskatchewan,47,Male,"Austro-Asiatic languages, n.i.e",0,0,0,0,0
Saskatchewan,47,Male,Austronesian languages,11130,10925,0,125,85
Saskatchewan,47,Male,Bikol,40,40,0,0,0
Saskatchewan,47,Male,Cebuano,685,675,0,5,5
Saskatchewan,47,Male,Fijian,20,20,0,0,0
Saskatchewan,47,Male,Hiligaynon,120,120,0,5,0
Saskatchewan,47,Male,Ilocano,375,365,0,5,5
Saskatchewan,47,Male,Malagasy,0,0,0,0,0
Saskatchewan,47,Male,Malay,55,50,0,0,5
Saskatchewan,47,Male,"Pampangan (Kapampangan, Pampango)",80,80,0,0,0
Saskatchewan,47,Male,Pangasinan,20,15,0,0,0
Saskatchewan,47,Male,"Tagalog (Pilipino, Filipino)",9590,9410,0,115,70
Saskatchewan,47,Male,Waray-Waray,25,30,0,0,0
Saskatchewan,47,Male,"Austronesian languages, n.i.e.",125,125,0,0,5
Saskatchewan,47,Male,Creole languages,100,25,5,70,5
Saskatchewan,47,Male,Haitian Creole,5,0,5,0,0
